fold_id,train_start,train_end,val_start,val_end,test_start,test_end,purge_bars,embargo_bars,n_train,n_val,n_test,threshold,selected_features,model_type,oos_auc,oos_brier,n_trials_this_fold,oos_sharpe,oos_sortino,oos_cagr,oos_max_dd,oos_trades,oos_turnover,oos_gross_return,oos_net_return
1,2012-01-03,2017-01-04,2017-01-12,2018-01-11,2018-01-22,2019-01-22,5,5,1260,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.49446622818112823,0.2627807366481715,6,-0.5458686483083187,-0.6795356027988719,-0.038626832688936186,-0.07936571336897968,80,16.101637679182375,-0.02930040131578504,-0.038626832688936186
2,2012-01-03,2018-01-04,2018-01-12,2019-01-14,2019-01-23,2020-01-22,5,5,1512,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.4820686070686071,0.2629878312101831,6,0.0064140437660353735,0.00820626588824159,-5.7596837230722286e-05,-0.012062644517826016,18,4.061773466155987,0.002379186980898673,-5.7596837230722286e-05
3,2012-01-03,2019-01-07,2019-01-15,2020-01-14,2020-01-23,2021-01-21,5,5,1764,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.4683209796970674,0.2852729880833446,6,1.0847739284746092,1.658882481907249,0.049063768905780236,-0.024828323146054432,44,8.579753349646197,0.05447723878568933,0.049063768905780236
4,2012-01-03,2020-01-07,2020-01-15,2021-01-13,2021-01-22,2022-01-20,5,5,2016,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.48926586160628716,0.25686314185992665,6,1.9502083589837294,3.509802293642222,0.07652555403444739,-0.01636443453595815,34,11.340538640799373,0.08387149863213383,0.07652555403444739
5,2012-01-03,2021-01-06,2021-01-14,2022-01-12,2022-01-21,2023-01-23,5,5,2268,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.4735468262558095,0.2741832274291403,6,0.769938038689992,1.1425519900197432,0.032941810629505186,-0.044041357606489195,45,6.644326548911846,0.03705975816413831,0.032941810629505186
6,2012-01-03,2022-01-05,2022-01-13,2023-01-13,2023-01-24,2024-01-24,5,5,2520,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.5132522407170295,0.24829554384529703,6,0.2358086117968767,0.34369535362456666,0.008621659615633215,-0.035214915509216405,42,12.94208408146553,0.01648380989374232,0.008621659615633215
7,2012-01-03,2023-01-06,2023-01-17,2024-01-17,2024-01-25,2025-01-27,5,5,2772,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.506222714537043,0.2460984476429873,6,0.4974164106833276,0.9598595814025551,0.009215643210921387,-0.016231871875564186,7,2.8667868248087807,0.01095584604901112,0.009215643210921387
