fold_id,train_start,train_end,val_start,val_end,test_start,test_end,purge_bars,embargo_bars,n_train,n_val,n_test,threshold,selected_features,model_type,oos_auc,oos_brier,n_trials_this_fold,oos_sharpe,oos_sortino,oos_cagr,oos_max_dd,oos_trades,oos_turnover,oos_gross_return,oos_net_return
1,2012-01-03,2017-01-04,2017-01-12,2018-01-11,2018-01-22,2019-01-22,5,5,1260,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.5052807993928662,0.26061521580356983,6,0.24270717365555086,0.3574532956173206,0.011415582741009622,-0.06119637488924512,78,15.931158944584999,0.021121089546918714,0.011415582741009622
2,2012-01-03,2018-01-04,2018-01-12,2019-01-14,2019-01-23,2020-01-22,5,5,1512,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.47739085239085244,0.26286458227638826,6,0.0064106123539291,0.008201791206444596,-5.766132990636663e-05,-0.012062707102908354,18,4.061811887840296,0.0023791456918429432,-5.766132990636663e-05
3,2012-01-03,2019-01-07,2019-01-15,2020-01-14,2020-01-23,2021-01-21,5,5,1764,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.48656139220109573,0.27864790522313365,6,1.0847691533187205,1.6588718707409962,0.049063870615990046,-0.02482859412277061,44,8.579752200990338,0.054477340335508107,0.049063870615990046
4,2012-01-03,2020-01-07,2020-01-15,2021-01-13,2021-01-22,2022-01-20,5,5,2016,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.4832918024407386,0.2560488851644699,6,2.6589058412845885,10.175664376820913,0.0735351470822434,-0.009048988308528405,26,7.928282815439875,0.07864102462370459,0.0735351470822434
5,2012-01-03,2021-01-06,2021-01-14,2022-01-12,2022-01-21,2023-01-23,5,5,2268,252,252,0.65,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.46011332526898835,0.2772302828951348,6,-0.7909125323352751,-1.045839585747631,-0.05114259847721647,-0.0880143603657696,104,15.716904494595866,-0.042163264896198926,-0.05114259847721647
6,2012-01-03,2022-01-05,2022-01-13,2023-01-13,2023-01-24,2024-01-24,5,5,2520,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.5149807938540333,0.24855894891997296,6,0.16485651333551668,0.23368138683007036,0.005080595746061345,-0.03749540102968496,24,9.215634680877058,0.010649976473440681,0.005080595746061345
7,2012-01-03,2023-01-06,2023-01-17,2024-01-17,2024-01-25,2025-01-27,5,5,2772,252,252,0.7,"momentum_63,momentum_252,trend_50,mean_reversion_20,realized_vol_20,volatility_ratio_10_60,volume_zscore_20,log_dollar_volume_20,cross_asset_rel_strength,regime_drawdown,regime_high_vol,overnight_gap,intraday_return,day_range_position,rsi_14,bollinger_position_20,fifty_two_week_position,vol_of_vol_20,price_volume_corr_20,amihud_illiquidity_20",gradient_boosting,0.5026389522382224,0.24618150419089033,6,0.4974278199464827,0.9598896456251186,0.009215848978413987,-0.016231693785840773,7,2.8667959837318975,0.010956057684716303,0.009215848978413987
